
0.000000e+00	1.250000e+02
1.173350e-02	1.268890e+02
1.800000e-02	1.277909e+02
3.600000e-02	1.303855e+02
4.362035e-02	1.313133e+02
5.400000e-02	1.319897e+02
7.200000e-02	1.326383e+02
9.000000e-02	1.329451e+02
1.080000e-01	1.330878e+02
1.260000e-01	1.331069e+02
1.440000e-01	1.330506e+02
1.620000e-01	1.329499e+02
1.800000e-01	1.329523e+02
1.980000e-01	1.330269e+02
2.145718e-01	1.330938e+02
2.160000e-01	1.330993e+02
2.340000e-01	1.331607e+02
2.407059e-01	1.331817e+02
2.466498e-01	1.331999e+02
2.520000e-01	1.332165e+02
2.700000e-01	1.333075e+02
2.792783e-01	1.333795e+02
2.880000e-01	1.334495e+02
2.952575e-01	1.335054e+02
3.060000e-01	1.335349e+02
3.116935e-01	1.335588e+02
3.231788e-01	1.335822e+02
3.240000e-01	1.335846e+02
3.420000e-01	1.336166e+02
3.600000e-01	1.336368e+02
3.780000e-01	1.336488e+02
3.870040e-01	1.336881e+02
3.960000e-01	1.336899e+02
4.061884e-01	1.337013e+02
4.140000e-01	1.336860e+02
4.320000e-01	1.337133e+02
4.500000e-01	1.337273e+02
4.623389e-01	1.337346e+02
4.680000e-01	1.337379e+02
4.782064e-01	1.337403e+02
4.860000e-01	1.337429e+02
4.986463e-01	1.337100e+02
5.040000e-01	1.337256e+02
5.220000e-01	1.337436e+02
5.365505e-01	1.337452e+02
5.400000e-01	1.337471e+02
5.486499e-01	1.337466e+02
5.580000e-01	1.337446e+02
5.760000e-01	1.337355e+02
5.882633e-01	1.337521e+02
5.940000e-01	1.337441e+02
5.993114e-01	1.337481e+02
6.091026e-01	1.337573e+02
6.120000e-01	1.337581e+02
6.177948e-01	1.337489e+02
6.300000e-01	1.337590e+02
6.385927e-01	1.337585e+02
6.480000e-01	1.337604e+02
6.660000e-01	1.337009e+02
6.840000e-01	1.335769e+02
6.890100e-01	1.335513e+02
6.996372e-01	1.335318e+02
7.020000e-01	1.335322e+02
7.069851e-01	1.335287e+02
7.200000e-01	1.335384e+02
7.380000e-01	1.335727e+02
7.560000e-01	1.336192e+02
7.624241e-01	1.336233e+02
7.740000e-01	1.336350e+02
7.899454e-01	1.336579e+02
7.920000e-01	1.336607e+02
7.977706e-01	1.336626e+02
8.090138e-01	1.336703e+02
8.100000e-01	1.336708e+02
8.155238e-01	1.336696e+02
8.280000e-01	1.336641e+02
8.460000e-01	1.336570e+02
8.640000e-01	1.336432e+02
8.723543e-01	1.336376e+02
8.820000e-01	1.336481e+02
9.000000e-01	1.336225e+02
9.180000e-01	1.336344e+02
9.360000e-01	1.336525e+02
9.443674e-01	1.336650e+02
9.540000e-01	1.336793e+02
9.628710e-01	1.336784e+02
9.720000e-01	1.336827e+02
9.900000e-01	1.336742e+02
1.006198e+00	1.336758e+02
1.008000e+00	1.336722e+02
1.026000e+00	1.336512e+02
1.040188e+00	1.336090e+02
1.044000e+00	1.336059e+02
1.062000e+00	1.335830e+02
1.067366e+00	1.335690e+02
1.077789e+00	1.335772e+02
1.080000e+00	1.335670e+02
1.092880e+00	1.335615e+02
1.098000e+00	1.335498e+02
1.116000e+00	1.335344e+02
1.125000e+00	1.335353e+02
1.134000e+00	1.335202e+02
1.141875e+00	1.335083e+02
1.152000e+00	1.335060e+02
1.159956e+00	1.334988e+02
1.170000e+00	1.335009e+02
1.188000e+00	1.334795e+02
1.206000e+00	1.334834e+02
1.217161e+00	1.334734e+02
1.224000e+00	1.334670e+02
1.231043e+00	1.334604e+02
1.242000e+00	1.334525e+02
1.260000e+00	1.334408e+02
1.278000e+00	1.334480e+02
1.296000e+00	1.334334e+02
1.306554e+00	1.334426e+02
1.314000e+00	1.334417e+02
1.332000e+00	1.333870e+02
1.342281e+00	1.333961e+02
1.350000e+00	1.333960e+02
1.368000e+00	1.333896e+02
1.386000e+00	1.333826e+02
1.404000e+00	1.333541e+02
1.420093e+00	1.333527e+02
1.422000e+00	1.333523e+02
1.440000e+00	1.333213e+02
1.458000e+00	1.333184e+02
1.476000e+00	1.333266e+02
1.489705e+00	1.333314e+02
1.494000e+00	1.333283e+02
1.512000e+00	1.332983e+02
1.519195e+00	1.333123e+02
1.530000e+00	1.333137e+02
1.548000e+00	1.333134e+02
1.563342e+00	1.333058e+02
1.566000e+00	1.333038e+02
1.578584e+00	1.333006e+02
1.584000e+00	1.332973e+02
1.593990e+00	1.333044e+02
1.602000e+00	1.332991e+02
1.608155e+00	1.333134e+02
1.620000e+00	1.333038e+02
1.625921e+00	1.333161e+02
1.638000e+00	1.333066e+02
1.656000e+00	1.333137e+02
1.674000e+00	1.333227e+02
1.692000e+00	1.333365e+02
1.710000e+00	1.333242e+02
1.717875e+00	1.333437e+02
1.728000e+00	1.333468e+02
1.746000e+00	1.333620e+02
1.764000e+00	1.333749e+02
1.782000e+00	1.333711e+02
1.800000e+00	1.334102e+02
1.818000e+00	1.334277e+02
1.836000e+00	1.334347e+02
1.854000e+00	1.334423e+02
1.872000e+00	1.334527e+02
1.890000e+00	1.334669e+02
1.908000e+00	1.334964e+02
1.926000e+00	1.336233e+02
1.944000e+00	1.337959e+02
1.962000e+00	1.339673e+02
1.980000e+00	1.341294e+02
1.998000e+00	1.342750e+02
2.016000e+00	1.344036e+02
2.034000e+00	1.345166e+02
2.052000e+00	1.346162e+02
2.070000e+00	1.347027e+02
2.088000e+00	1.347809e+02
2.106000e+00	1.348534e+02
2.124000e+00	1.349218e+02
2.142000e+00	1.349873e+02
2.160000e+00	1.350508e+02
2.178000e+00	1.351131e+02
2.196000e+00	1.351747e+02
2.214000e+00	1.352358e+02
2.232000e+00	1.352967e+02
2.250000e+00	1.353575e+02
2.268000e+00	1.354181e+02
2.286000e+00	1.354785e+02
2.304000e+00	1.355386e+02
2.322000e+00	1.355986e+02
2.340000e+00	1.356581e+02
2.358000e+00	1.357173e+02
2.376000e+00	1.357762e+02
